====== H (E0) into Kapton                       =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 800 keV
============= TARGET MATERIAL ======================================
Layer 1 : Kapton
Layer Width = 15000.E+02 A ;
  Layer # 1- Density = 8.722E22 atoms/cm3 = 1.42 g/cm3
  Layer # 1-  H = 25.6 Atomic Percent = 2.63 Mass Percent
  Layer # 1-  C = 56.4 Atomic Percent = 69.1 Mass Percent
  Layer # 1-  N = 5.12 Atomic Percent = 7.32 Mass Percent
  Layer # 1-  O = 12.8 Atomic Percent = 20.9 Mass Percent
====================================================================
 Total Ions calculated =000300.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
240001.E-02  3797.41E-03  9888.55E-10
480001.E-02  3811.07E-03  4747.39E-09
720001.E-02  3826.82E-03  2605.43E-07
960001.E-02  3835.89E-03  1824.69E-07
120000.E-01  3871.28E-03  3326.17E-07
144000.E-01  3894.42E-03  2802.43E-08
168000.E-01  3920.54E-03  3331.10E-08
192000.E-01  3987.10E-03  2152.80E-07
216000.E-01  4018.48E-03  1346.88E-07
240000.E-01  4043.33E-03  4805.95E-07
264000.E-01  4071.33E-03  2586.39E-07
288000.E-01  4101.76E-03  1746.62E-06
312000.E-01  4114.41E-03  5280.85E-07
336000.E-01  4164.18E-03  3597.32E-07
360000.E-01  4215.31E-03  1571.75E-07
384000.E-01  4276.14E-03  1101.51E-07
408000.E-01  4293.51E-03  2162.36E-07
432000.E-01  4335.11E-03  9527.90E-07
456000.E-01  4373.44E-03  8661.90E-08
480000.E-01  4412.81E-03  8091.34E-08
504000.E-01  4456.19E-03  1951.81E-07
528000.E-01  4539.82E-03  3352.84E-07
552000.E-01  4569.25E-03  3590.18E-07
576000.E-01  4631.98E-03  8116.22E-08
600000.E-01  4703.20E-03  2220.57E-06
624000.E-01  4768.22E-03  3082.80E-07
648000.E-01  4809.82E-03  6471.16E-08
672000.E-01  4870.55E-03  1574.71E-07
696000.E-01  4977.33E-03  4013.36E-07
720000.E-01  5056.58E-03  1726.39E-07
744000.E-01  5101.86E-03  1541.34E-07
768000.E-01  5167.22E-03  1908.54E-07
792000.E-01  5237.58E-03  1625.18E-07
816000.E-01  5336.61E-03  1784.16E-07
840000.E-01  5449.42E-03  3515.26E-07
864000.E-01  5575.15E-03  9004.51E-07
888000.E-01  5701.25E-03  3170.07E-07
912000.E-01  5787.14E-03  2173.57E-07
936000.E-01  5912.14E-03  5267.02E-07
960000.E-01  6007.48E-03  2848.89E-07
984000.E-01  6188.12E-03  4665.33E-07
100800.E+00  6359.51E-03  8995.04E-06
103200.E+00  6513.48E-03  8208.37E-07
105600.E+00  6662.41E-03  2688.23E-07
108000.E+00  6917.68E-03  1180.35E-05
110400.E+00  7150.31E-03  3077.90E-07
112800.E+00  7413.15E-03  1712.82E-06
115200.E+00  7746.55E-03  5102.23E-06
117600.E+00  8081.57E-03  4093.52E-07
120000.E+00  8465.89E-03  1137.60E-06
122400.E+00  8869.47E-03  5356.70E-07
124800.E+00  9392.86E-03  2703.18E-06
127200.E+00  1001.27E-02  1285.39E-05
129600.E+00  1048.16E-02  1838.12E-06
132000.E+00  1072.66E-02  6694.13E-06
134400.E+00  1038.84E-02  1770.69E-05
136800.E+00  8773.25E-03  1460.73E-05
139200.E+00  5720.78E-03  2247.55E-05
141600.E+00  2354.63E-03  1953.04E-05
144000.E+00  4786.73E-04  5326.12E-06
146400.E+00  4888.72E-05  4745.73E-07
148800.E+00  1929.96E-06  5441.46E-09
151200.E+00  0000.00E+00  0000.00E+00
153600.E+00  0000.00E+00  0000.00E+00
156000.E+00  0000.00E+00  0000.00E+00
158400.E+00  0000.00E+00  0000.00E+00
160800.E+00  0000.00E+00  0000.00E+00
163200.E+00  0000.00E+00  0000.00E+00
165600.E+00  0000.00E+00  0000.00E+00
168000.E+00  0000.00E+00  0000.00E+00
170400.E+00  0000.00E+00  0000.00E+00
172800.E+00  0000.00E+00  0000.00E+00
175200.E+00  0000.00E+00  0000.00E+00
177600.E+00  0000.00E+00  0000.00E+00
180000.E+00  0000.00E+00  0000.00E+00
182400.E+00  0000.00E+00  0000.00E+00
184800.E+00  0000.00E+00  0000.00E+00
187200.E+00  0000.00E+00  0000.00E+00
189600.E+00  0000.00E+00  0000.00E+00
192000.E+00  0000.00E+00  0000.00E+00
194400.E+00  0000.00E+00  0000.00E+00
196800.E+00  0000.00E+00  0000.00E+00
199200.E+00  0000.00E+00  0000.00E+00
201600.E+00  0000.00E+00  0000.00E+00
204000.E+00  0000.00E+00  0000.00E+00
206400.E+00  0000.00E+00  0000.00E+00
208800.E+00  0000.00E+00  0000.00E+00
211200.E+00  0000.00E+00  0000.00E+00
213600.E+00  0000.00E+00  0000.00E+00
216000.E+00  0000.00E+00  0000.00E+00
218400.E+00  0000.00E+00  0000.00E+00
220800.E+00  0000.00E+00  0000.00E+00
223200.E+00  0000.00E+00  0000.00E+00
225600.E+00  0000.00E+00  0000.00E+00
228000.E+00  0000.00E+00  0000.00E+00
230400.E+00  0000.00E+00  0000.00E+00
232800.E+00  0000.00E+00  0000.00E+00
235200.E+00  0000.00E+00  0000.00E+00
237600.E+00  0000.00E+00  0000.00E+00
240000.E+00  0000.00E+00  0000.00E+00
