====== H (E0) into Kapton                       =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 4180 keV
============= TARGET MATERIAL ======================================
Layer 1 : Kapton
Layer Width = 15000.E+02 A ;
  Layer # 1- Density = 8.722E22 atoms/cm3 = 1.42 g/cm3
  Layer # 1-  H = 25.6 Atomic Percent = 2.63 Mass Percent
  Layer # 1-  C = 56.4 Atomic Percent = 69.1 Mass Percent
  Layer # 1-  N = 5.12 Atomic Percent = 7.32 Mass Percent
  Layer # 1-  O = 12.8 Atomic Percent = 20.9 Mass Percent
====================================================================
 Total Ions calculated =019797.05
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
150000.E-01  1696.27E-03  1197.17E-08
300000.E-01  1698.95E-03  4074.64E-08
450000.E-01  1703.83E-03  1043.99E-07
600000.E-01  1712.34E-03  5167.73E-07
750000.E-01  1720.22E-03  1361.46E-07
900000.E-01  1729.29E-03  1851.29E-07
105000.E+00  1738.90E-03  8552.20E-08
120000.E+00  1749.10E-03  1225.38E-07
135000.E+00  1754.81E-03  1762.19E-07
150000.E+00  1764.15E-03  2102.94E-07
165000.E+00  1774.97E-03  1674.72E-07
180000.E+00  1782.56E-03  1208.06E-07
195000.E+00  1791.56E-03  2941.23E-07
210000.E+00  1802.73E-03  6162.67E-07
225000.E+00  1812.11E-03  9825.07E-08
240000.E+00  1822.78E-03  2108.02E-07
255000.E+00  1834.47E-03  2042.38E-07
270000.E+00  1845.11E-03  2882.48E-07
285000.E+00  1855.38E-03  3276.95E-07
300000.E+00  1864.95E-03  1532.70E-07
315000.E+00  1875.79E-03  9207.80E-07
330000.E+00  1888.23E-03  1719.04E-07
345000.E+00  1899.96E-03  1959.05E-07
360000.E+00  1909.97E-03  1633.63E-07
375000.E+00  1922.67E-03  1492.47E-07
390000.E+00  1934.66E-03  4235.62E-07
405000.E+00  1948.06E-03  3101.35E-07
420000.E+00  1961.95E-03  4488.78E-07
435000.E+00  1973.55E-03  4243.82E-07
450000.E+00  1986.42E-03  1928.53E-07
465000.E+00  2000.36E-03  2571.91E-07
480000.E+00  2012.69E-03  2928.93E-06
495000.E+00  2026.51E-03  4010.57E-07
510000.E+00  2041.78E-03  5533.22E-07
525000.E+00  2054.24E-03  2429.98E-07
540000.E+00  2067.28E-03  4234.95E-07
555000.E+00  2086.60E-03  1993.77E-07
570000.E+00  2103.32E-03  3602.06E-07
585000.E+00  2117.18E-03  1618.50E-07
600000.E+00  2134.41E-03  2304.34E-07
615000.E+00  2153.40E-03  2434.55E-07
630000.E+00  2170.47E-03  3138.29E-07
645000.E+00  2188.37E-03  2109.25E-07
660000.E+00  2206.58E-03  1870.12E-07
675000.E+00  2226.00E-03  3709.40E-07
690000.E+00  2245.09E-03  3629.04E-07
705000.E+00  2266.02E-03  7570.59E-07
720000.E+00  2285.07E-03  5630.46E-07
735000.E+00  2306.52E-03  6425.23E-07
750000.E+00  2330.75E-03  7384.91E-07
765000.E+00  2354.15E-03  3341.93E-07
780000.E+00  2380.81E-03  1959.90E-07
795000.E+00  2401.00E-03  3035.87E-07
810000.E+00  2424.50E-03  1059.60E-06
825000.E+00  2450.71E-03  2559.85E-07
840000.E+00  2476.24E-03  3924.68E-07
855000.E+00  2505.52E-03  2731.13E-07
870000.E+00  2537.32E-03  2796.10E-07
885000.E+00  2569.37E-03  2269.26E-07
900000.E+00  2599.10E-03  8361.08E-07
915000.E+00  2632.60E-03  1900.23E-07
930000.E+00  2666.92E-03  6663.84E-07
945000.E+00  2701.62E-03  2765.03E-07
960000.E+00  2738.25E-03  3091.65E-07
975000.E+00  2776.91E-03  2371.37E-07
990000.E+00  2815.80E-03  3654.89E-07
100500.E+01  2859.02E-03  6118.20E-07
102000.E+01  2912.11E-03  5137.39E-07
103500.E+01  2951.44E-03  1163.01E-06
105000.E+01  3001.44E-03  6467.34E-07
106500.E+01  3051.86E-03  7462.97E-07
108000.E+01  3108.66E-03  1605.57E-06
109500.E+01  3164.51E-03  3166.22E-07
111000.E+01  3222.83E-03  5204.48E-07
112500.E+01  3285.66E-03  3759.37E-07
114000.E+01  3359.98E-03  6513.56E-07
115500.E+01  3436.69E-03  5729.90E-07
117000.E+01  3514.50E-03  4185.88E-07
118500.E+01  3600.60E-03  9331.81E-07
120000.E+01  3694.75E-03  1312.64E-06
121500.E+01  3796.78E-03  7072.44E-07
123000.E+01  3913.52E-03  6180.11E-07
124500.E+01  4036.79E-03  6474.66E-07
126000.E+01  4172.74E-03  4323.89E-07
127500.E+01  4319.71E-03  5310.05E-07
129000.E+01  4482.51E-03  8489.71E-07
130500.E+01  4669.69E-03  1332.38E-06
132000.E+01  4895.63E-03  1329.30E-06
133500.E+01  5157.20E-03  1069.54E-06
135000.E+01  5507.30E-03  1077.61E-06
136500.E+01  5900.73E-03  2483.30E-06
138000.E+01  6395.98E-03  1470.13E-06
139500.E+01  6888.25E-03  1908.58E-06
141000.E+01  7130.69E-03  3573.12E-06
142500.E+01  6874.69E-03  3756.64E-06
144000.E+01  5925.48E-03  3768.38E-06
145500.E+01  4426.91E-03  3076.12E-06
147000.E+01  2841.18E-03  2365.92E-06
148500.E+01  1589.70E-03  1637.38E-06
150000.E+01  8016.29E-04  7362.23E-07
