====== H (10) into Layer 1                      =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 4220 keV
============= TARGET MATERIAL ======================================
Layer 1 : Kapton
Layer Width = 15000.E+02 A ;
  Layer # 1- Density = 8.722E22 atoms/cm3 = 1.42 g/cm3
  Layer # 1-  H = 25.6 Atomic Percent = 2.63 Mass Percent
  Layer # 1-  C = 56.4 Atomic Percent = 69.1 Mass Percent
  Layer # 1-  N = 5.12 Atomic Percent = 7.32 Mass Percent
  Layer # 1-  O = 12.8 Atomic Percent = 20.9 Mass Percent
====================================================================
 Total Ions calculated =034021.06
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
150000.E-01  1372.81E-03  8914.34E-09
300000.E-01  1374.02E-03  2254.24E-07
450000.E-01  1377.08E-03  2511.96E-07
600000.E-01  1381.45E-03  2642.47E-07
750000.E-01  1393.41E-03  1514.29E-07
900000.E-01  1396.32E-03  8858.71E-07
105000.E+00  1401.32E-03  6531.69E-07
120000.E+00  1404.57E-03  2092.45E-07
135000.E+00  1410.27E-03  1288.82E-07
150000.E+00  1415.84E-03  1964.08E-07
165000.E+00  1422.02E-03  1268.93E-07
180000.E+00  1428.80E-03  1163.41E-07
195000.E+00  1434.69E-03  2749.43E-06
210000.E+00  1440.91E-03  9802.12E-07
225000.E+00  1447.18E-03  2102.64E-07
240000.E+00  1453.89E-03  1165.34E-07
255000.E+00  1460.17E-03  5101.19E-07
270000.E+00  1465.07E-03  2783.92E-07
285000.E+00  1471.53E-03  1176.84E-06
300000.E+00  1478.99E-03  4871.25E-07
315000.E+00  1484.46E-03  9791.35E-08
330000.E+00  1489.83E-03  1917.04E-07
345000.E+00  1496.68E-03  1265.61E-07
360000.E+00  1505.32E-03  9517.73E-08
375000.E+00  1512.69E-03  2150.68E-07
390000.E+00  1519.70E-03  1739.72E-07
405000.E+00  1526.88E-03  1281.19E-07
420000.E+00  1534.83E-03  2376.50E-07
435000.E+00  1543.97E-03  2015.51E-07
450000.E+00  1551.18E-03  1672.72E-07
465000.E+00  1558.51E-03  1620.19E-07
480000.E+00  1566.46E-03  1383.26E-07
495000.E+00  1574.39E-03  1652.05E-07
510000.E+00  1581.86E-03  3116.60E-07
525000.E+00  1590.48E-03  3656.98E-07
540000.E+00  1599.65E-03  8136.46E-07
555000.E+00  1607.47E-03  1734.16E-07
570000.E+00  1616.13E-03  3077.39E-07
585000.E+00  1624.07E-03  3515.22E-07
600000.E+00  1632.90E-03  9270.62E-08
615000.E+00  1642.27E-03  1628.00E-07
630000.E+00  1651.00E-03  1284.60E-07
645000.E+00  1662.01E-03  1501.03E-07
660000.E+00  1672.02E-03  1840.44E-07
675000.E+00  1682.24E-03  2100.16E-07
690000.E+00  1692.47E-03  2185.79E-07
705000.E+00  1700.51E-03  5284.83E-07
720000.E+00  1715.48E-03  5804.44E-07
735000.E+00  1729.32E-03  1691.36E-06
750000.E+00  1732.94E-03  1058.83E-07
765000.E+00  1743.85E-03  1727.57E-07
780000.E+00  1755.58E-03  1607.95E-07
795000.E+00  1768.28E-03  2342.75E-07
810000.E+00  1780.04E-03  1622.80E-07
825000.E+00  1792.12E-03  4239.45E-07
840000.E+00  1803.84E-03  2413.40E-07
855000.E+00  1815.98E-03  1571.40E-07
870000.E+00  1829.52E-03  1384.39E-06
885000.E+00  1844.81E-03  2018.89E-07
900000.E+00  1858.64E-03  2555.63E-07
915000.E+00  1872.46E-03  1581.10E-07
930000.E+00  1886.57E-03  4182.65E-07
945000.E+00  1901.45E-03  6671.69E-07
960000.E+00  1916.59E-03  3328.48E-07
975000.E+00  1930.52E-03  3631.93E-07
990000.E+00  1947.75E-03  8771.54E-07
100500.E+01  1963.15E-03  7015.61E-07
102000.E+01  1979.47E-03  2988.54E-07
103500.E+01  2001.93E-03  5502.74E-07
105000.E+01  2015.28E-03  2139.52E-07
106500.E+01  2032.52E-03  1541.61E-07
108000.E+01  2051.76E-03  8987.16E-07
109500.E+01  2072.85E-03  6954.88E-07
111000.E+01  2093.47E-03  5111.19E-07
112500.E+01  2112.26E-03  4165.48E-07
114000.E+01  2133.54E-03  3921.94E-07
115500.E+01  2155.86E-03  4162.01E-07
117000.E+01  2179.31E-03  4026.73E-07
118500.E+01  2201.80E-03  5410.38E-07
120000.E+01  2224.85E-03  6332.36E-07
121500.E+01  2250.46E-03  4413.30E-07
123000.E+01  2278.38E-03  6983.78E-07
124500.E+01  2303.14E-03  5415.54E-07
126000.E+01  2332.31E-03  2257.60E-07
127500.E+01  2359.76E-03  1791.58E-07
129000.E+01  2391.04E-03  1150.37E-06
130500.E+01  2423.40E-03  4167.44E-07
132000.E+01  2456.42E-03  5640.54E-07
133500.E+01  2490.83E-03  3223.02E-07
135000.E+01  2527.92E-03  2377.99E-07
136500.E+01  2565.66E-03  4075.12E-07
138000.E+01  2606.75E-03  2553.33E-07
139500.E+01  2649.22E-03  3917.83E-07
141000.E+01  2692.90E-03  2879.07E-07
142500.E+01  2739.58E-03  4010.64E-07
144000.E+01  2788.05E-03  4019.47E-07
145500.E+01  2840.51E-03  5149.24E-07
147000.E+01  2897.10E-03  8695.59E-07
148500.E+01  2958.01E-03  5161.14E-07
150000.E+01  3039.57E-03  1011.39E-06
