====== H (10) into Layer 1                      =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 7500 keV
============= TARGET MATERIAL ======================================
Layer 1 : Kapton
Layer Width = 15000.E+02 A ;
  Layer # 1- Density = 8.722E22 atoms/cm3 = 1.42 g/cm3
  Layer # 1-  H = 25.6 Atomic Percent = 2.63 Mass Percent
  Layer # 1-  C = 56.4 Atomic Percent = 69.1 Mass Percent
  Layer # 1-  N = 5.12 Atomic Percent = 7.32 Mass Percent
  Layer # 1-  O = 12.8 Atomic Percent = 20.9 Mass Percent
====================================================================
 Total Ions calculated =045320.19
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
150000.E-01  8752.48E-04  4058.20E-09
300000.E-01  8748.96E-04  2123.84E-08
450000.E-01  8754.30E-04  3554.59E-08
600000.E-01  8761.04E-04  7177.12E-08
750000.E-01  8760.08E-04  1132.74E-07
900000.E-01  8763.83E-04  5895.43E-07
105000.E+00  8779.44E-04  9159.70E-08
120000.E+00  8796.12E-04  1088.06E-07
135000.E+00  8808.26E-04  9854.08E-08
150000.E+00  8822.13E-04  1432.82E-07
165000.E+00  8831.28E-04  2717.32E-07
180000.E+00  8846.09E-04  6341.33E-08
195000.E+00  8856.23E-04  1141.76E-07
210000.E+00  8868.34E-04  1240.06E-07
225000.E+00  8878.99E-04  9812.26E-07
240000.E+00  8892.70E-04  1065.36E-07
255000.E+00  8915.66E-04  1602.58E-07
270000.E+00  8924.18E-04  9654.09E-08
285000.E+00  8930.50E-04  1062.30E-07
300000.E+00  8937.89E-04  5663.58E-08
315000.E+00  8957.06E-04  1692.94E-07
330000.E+00  8970.79E-04  1889.69E-07
345000.E+00  8978.19E-04  1684.98E-07
360000.E+00  8984.86E-04  9131.66E-08
375000.E+00  9006.34E-04  5593.98E-08
390000.E+00  9024.40E-04  7756.15E-08
405000.E+00  9040.19E-04  1496.25E-07
420000.E+00  9056.75E-04  8146.12E-08
435000.E+00  9066.07E-04  6757.18E-08
450000.E+00  9075.85E-04  9473.04E-08
465000.E+00  9093.41E-04  4249.78E-08
480000.E+00  9111.35E-04  1311.05E-06
495000.E+00  9125.13E-04  1956.19E-07
510000.E+00  9139.41E-04  1702.04E-07
525000.E+00  9153.06E-04  3166.73E-07
540000.E+00  9165.24E-04  6633.23E-08
555000.E+00  9173.01E-04  1007.32E-07
570000.E+00  9186.15E-04  1019.09E-07
585000.E+00  9197.67E-04  4965.72E-08
600000.E+00  9218.66E-04  1551.17E-07
615000.E+00  9239.66E-04  8652.58E-08
630000.E+00  9258.46E-04  1471.86E-07
645000.E+00  9278.29E-04  1131.31E-07
660000.E+00  9291.01E-04  4736.39E-08
675000.E+00  9307.74E-04  5779.85E-08
690000.E+00  9324.28E-04  1822.44E-07
705000.E+00  9341.84E-04  5454.61E-08
720000.E+00  9350.52E-04  7395.53E-07
735000.E+00  9368.34E-04  1013.80E-06
750000.E+00  9378.55E-04  6328.32E-08
765000.E+00  9392.05E-04  8674.97E-08
780000.E+00  9403.63E-04  1043.65E-07
795000.E+00  9423.38E-04  8020.29E-08
810000.E+00  9439.22E-04  7543.67E-08
825000.E+00  9450.82E-04  2612.75E-07
840000.E+00  9468.86E-04  3482.94E-08
855000.E+00  9486.27E-04  7584.60E-08
870000.E+00  9505.39E-04  9180.62E-08
885000.E+00  9514.54E-04  2264.63E-07
900000.E+00  9533.90E-04  1117.44E-07
915000.E+00  9554.34E-04  7614.81E-08
930000.E+00  9571.33E-04  1409.40E-07
945000.E+00  9584.78E-04  8693.93E-08
960000.E+00  9600.89E-04  9136.75E-07
975000.E+00  9620.70E-04  1517.50E-07
990000.E+00  9630.47E-04  7153.53E-08
100500.E+01  9646.14E-04  3407.40E-07
102000.E+01  9663.59E-04  7176.54E-08
103500.E+01  9686.77E-04  4963.17E-08
105000.E+01  9698.88E-04  4500.21E-08
106500.E+01  9712.07E-04  1521.37E-07
108000.E+01  9736.67E-04  1370.51E-07
109500.E+01  9761.75E-04  7523.19E-08
111000.E+01  9780.86E-04  1705.49E-07
112500.E+01  9794.71E-04  6437.45E-08
114000.E+01  9805.52E-04  7450.99E-08
115500.E+01  9817.77E-04  4845.49E-08
117000.E+01  9831.45E-04  1889.36E-07
118500.E+01  9856.26E-04  1205.46E-07
120000.E+01  9882.21E-04  7366.92E-08
121500.E+01  9896.69E-04  6546.70E-08
123000.E+01  9912.75E-04  4613.62E-08
124500.E+01  9933.07E-04  6815.18E-08
126000.E+01  9948.56E-04  7260.82E-08
127500.E+01  9971.57E-04  6246.71E-08
129000.E+01  9986.26E-04  5315.26E-07
130500.E+01  1000.98E-03  4223.91E-07
132000.E+01  1001.90E-03  1412.53E-07
133500.E+01  1003.79E-03  6344.81E-08
135000.E+01  1006.12E-03  1234.76E-07
136500.E+01  1007.28E-03  1464.92E-07
138000.E+01  1008.70E-03  1396.09E-07
139500.E+01  1011.33E-03  5831.29E-08
141000.E+01  1013.49E-03  2037.31E-07
142500.E+01  1015.29E-03  5292.15E-07
144000.E+01  1017.87E-03  1044.34E-06
145500.E+01  1020.76E-03  9604.15E-07
147000.E+01  1024.09E-03  6733.82E-07
148500.E+01  1026.59E-03  8016.34E-07
150000.E+01  1030.17E-03  3691.52E-07
